2025-11-14 15:48:03 | INFO     | kempian.cache        | Using REDIS_URL: redis://localhost:6379/0
2025-11-14 15:48:05 | INFO     | kempian.cache        | Redis cache connected successfully (attempt 1/3)
2025-11-14 15:48:05 | INFO     | kempian.cache        | Cache manager initialized successfully
2025-11-14 15:48:41 | WARNING  | kempian.search       | AdeptAI component 'domain_integration.DomainIntegration' unavailable: No module named 'enhanced_domain_aware_search'
2025-11-14 15:48:41 | WARNING  | kempian.search       | AdeptAI component 'bias_prevention.BiasPrevention' unavailable: module 'app.search.adeptai_master.bias_prevention' has no attribute 'BiasPrevention'
2025-11-14 15:48:41 | INFO     | kempian.search       | Original AdeptAI algorithm imported successfully
2025-11-14 15:48:41 | WARNING  | kempian.search       | Scalable search system not available: No module named 'app.search.integration_guide'
2025-11-14 15:48:41 | INFO     | kempian.module_isolation | Successfully registered auth blueprint at /auth
2025-11-14 15:48:41 | INFO     | kempian.module_isolation | Successfully registered tenants blueprint at /tenant
2025-11-14 15:48:41 | INFO     | kempian.module_isolation | Successfully registered plans blueprint at /plans
2025-11-14 15:48:41 | INFO     | kempian.module_isolation | Successfully registered search blueprint at /search
2025-11-14 15:48:47 | INFO     | kempian.module_isolation | Successfully registered stripe blueprint at /checkout
2025-11-14 15:48:47 | INFO     | kempian.module_isolation | Successfully registered stripe_webhook blueprint at /webhook
2025-11-14 15:48:47 | INFO     | kempian.module_isolation | Successfully registered ceipal blueprint at 
2025-11-14 15:48:47 | INFO     | kempian.module_isolation | Successfully registered stafferlink blueprint at 
2025-11-14 15:48:47 | INFO     | kempian.module_isolation | Successfully registered jobadder blueprint at 
2025-11-14 15:48:47 | INFO     | kempian.module_isolation | Successfully registered linkedin_recruiter blueprint at 
2025-11-14 15:48:47 | INFO     | kempian.module_isolation | Successfully registered integrations blueprint at /api
2025-11-14 15:48:47 | INFO     | kempian.module_isolation | Successfully registered subscription blueprint at /subscription
2025-11-14 15:48:47 | INFO     | kempian.module_isolation | Successfully registered talent blueprint at /talent
2025-11-14 15:48:48 | INFO     | kempian.module_isolation | Successfully registered communications blueprint at /api/communications
2025-11-14 15:48:48 | INFO     | kempian.module_isolation | Successfully registered communications_webhooks blueprint at /webhooks
2025-11-14 15:48:48 | INFO     | kempian.module_isolation | Successfully registered admin blueprint at /admin
